Category;Ranking;ReviewsQuantity;Rating;Price;Name
"PortableAudio";27;2034;4.6;5.69;"27LiCB20PackLR41AG3392384192Battery1.5VButtonCoinCellBatteries"
"PortableAudio";28;7172;4.6;5;"28LiCB20PackLR44AG13357303SR44Battery1.5VButtonCoinCellBatteries"
"PortableAudio";29;189012;4.7;7.99;"29SanDiskUltra32GBMicroSDHCUHS-ICardwithAdapter-98MB/sU1A1-SDSQUAR-032G-GN6MA"
"PortableAudio";30;11819;4.8;25.98;"30SanDisk128GBMicroSDXCUHS-IMemoryCardforNintendoSwitch-SDSQXAO-128G-GNCZN"
"PortableAudio";31;34236;4.3;9.99;"31YootechWirelessCharger,Qi-Certified10WMaxFastWirelessChargingPadCompatiblewithiPhone11/11Pro/11ProMax/XSMAX/XR/XS/X/8,SamsungGalaxyS20/Note10/S10/S9,AirPodsPro(With2USBCCable)"
"PortableAudio";32;11150;4.6;11.99;"32AmazonBasics6-OutletSurgeProtectorPowerStrip2-Pack,2-FootLongCord,200Joule-Black"
"PortableAudio";33;32171;4.4;9.99;"33Sabrent4-PortUSB3.0HubwithIndividualLEDPowerSwitches(HB-UM43)"
"PortableAudio";34;5001;4.7;15.99;"34Duracell-CopperTopAAAAlkalineBatteries-longlasting,all-purposeTripleAbatteryforhouseholdandbusiness-20Count"
"PortableAudio";35;39976;4.3;6.99;"35JETechScreenProtectorforAppleiPhone8andiPhone7,4.7-Inch,TemperedGlassFilm,2-Pack"
"PortableAudio";36;4922;4.4;7.99;"36MoreadHDMItoVGA,Gold-PlatedHDMItoVGAAdapter(MaletoFemale)forComputer,Desktop,Laptop,PC,Monitor,Projector,HDTV,Chromebook,RaspberryPi,Roku,XboxandMore-Black"
"PortableAudio";37;41283;4.3;7.99;"37AmazonBasicsLightningtoUSBACable,MFiCertifiediPhoneCharger,White,6Foot"
"PortableAudio";38;54571;4.3;6.99;"38amFilmGlassScreenProtectorforiPhone8,7,6S,6(4.7Inch)(2Pack)TemperedGlassScreenProtector"
"PortableAudio";39;6967;4.6;8.99;"39Anker4-PortUSB3.0Hub,Ultra-SlimDataUSBHubwith2ftExtendedCable[ChargingNotSupported],forMacBook,MacPro,Macmini,iMac,SurfacePro,XPS,PC,FlashDrive,MobileHDD"
"PortableAudio";40;6072;4.4;12.99;"40QGeeMUSBCtoHDMIAdapter4KCable,USBType-CtoHDMIAdapter[Thunderbolt3Compatible]MacBookPro2018/2017,SamsungGalaxyS9/S8,SurfaceBook2,DellXPS13/15,PixelbookMore"
"PortableAudio";41;12541;4.6;94.88;"41ApplePencil"
"PortableAudio";42;37224;4.5;22.99;"42AmazonBasicsAAA1.5VoltPerformanceAlkalineBatteries-Packof100(Appearancemayvary)"
"PortableAudio";43;NA;4.5;45.89;"43HP61|2InkCartridges|Black,Tri-color|CH561WN,CH562WN"
"PortableAudio";44;NA;4.5;13.98;"44FalconDust-OffElectronicsCompressedGasDuster10Oz(4Pack)"
"PortableAudio";45;16983;4.7;8.99;"45Trianium(3Packs)ScreenProtectorDesignedforAppleiPhone11ProMax,iPhoneXSMax(6.5"2018)PremiumHDClarity0.25mmTemperedGlassScreenProtectorEasyInstallationAlignmentCase(3-Pack)"
"PortableAudio";46;NA;4.3;26.95;"46LogitechMK345WirelessCombo–Full-sizedKeyboardwithPalmRestandComfortableRight-HandedMouse"
"PortableAudio";47;NA;NA;NA;"47HPT0A36AN"
"PortableAudio";14065;NA;4.6;29.89;"14065|2InkCartridges|Black,Tri-color|N9K01AN,N9K02AN"
"PortableAudio";48;15494;4.7;7.43;"48AmazonBasicsDVItoHDMICable"
"PortableAudio";49;86050;4.7;10.99;"49AmazonBasicsHigh-SpeedHDMICable,6Feet,2-Pack"
"PortableAudio";50;NA;4.4;39.89;"50HP62|2InkCartridges|Black,Tri-color|C2P04AN,C2P06AN(N9H64FN)"
